"","landmark_time","endpoint","model","model_type","vcov_multiplier","N","d_alpha","d_beta","d_alphabeta","rho_trial","residual_var","CI_lower_bs","CI_upper_bs","CI_lower_bs_residual_var","CI_upper_bs_residual_var","CI_lower_sandwich","CI_upper_sandwich","rho_se"
"36",182.625,"CVMB_DTH","sl","full",1,5,NA,NA,NA,NA,-0.000200006333702791,-1.12019093959174,Inf,-0.000808602341255477,0.000416219023134156,NA,NA,NA
"37",365.25,"CVMB_DTH","cox","base",0.1,5,0.000571610879600157,0.000296767080572313,0.000373295935897767,0.90634836669345,0.000104268331269429,0.700207717407642,1.05037314104015,-2.44963757837583e-05,0.000230267973980647,-0.270637183813041,0.997233204792656,0.114730802582635
"38",365.25,"CVMB_DTH","cox","base",1,5,0.000391776133073534,2.50575757979598e-05,9.90805652629138e-05,0.999999911505029,-0.000251391469881197,NA,NA,-0.000791123885335868,1.71904568786118e-05,-10.6056670282402,12.6056668512502,4.18004552584821
"39",365.25,"CVMB_DTH","cox","full",0.1,5,0.000583541471635036,0.000296435492507634,0.000383804641038759,0.922803553874837,9.45155516774997e-05,0.743594827365768,1.04985292908865,-3.14193892638871e-05,0.00019325504533947,-0.327479362809878,0.998368157946841,0.104121843053543
"40",365.25,"CVMB_DTH","cox","full",1,5,0.000395539319619608,2.60797033744064e-05,0.000101565478145717,0.999999913837549,-0.000261566697511582,NA,NA,-0.000768311869502576,2.55282970595421e-06,-10.135117774429,12.1351176021041,4.01056648569081
"41",365.25,"CVMB_DTH","sl","full",0.1,5,0.000645056725587578,0.000295329643743806,0.00039931248166381,0.914872157734613,0.000113384155541781,0.694012244978428,1.04681607972599,-1.44661221470394e-05,0.000238197477492935,-0.361408272036131,0.998147636737901,0.113614207625843
"42",365.25,"CVMB_DTH","sl","full",1,5,0.000414231588775664,2.42676588610712e-05,0.000100261802113625,0.999999904360662,-0.000256094354947909,NA,NA,-0.000768622675238894,-8.16831888142575e-06,-11.4197111832825,13.4197109920038,4.47324208369621
"43",547.875,"CVMB_DTH","cox","base",0.1,5,0.000960849632667219,0.00032312901203337,0.000515168628049343,0.924557056374083,0.000203169806319017,0.570274291806101,1.03867107412679,0.000114054620714992,0.000317344341669333,-0.426392317628294,0.998764868083634,0.108513013181835
"44",547.875,"CVMB_DTH","cox","base",1,5,0.000618190196341292,2.15430612288421e-05,0.000115402362013371,0.999999846347991,1.07842255596982e-06,NA,NA,-4.62019712059663e-05,4.72137179388545e-05,-10.2466240342891,12.2466237269851,4.05072798290962
"45",547.875,"CVMB_DTH","cox","full",0.1,5,0.0010214260627131,0.000322756012640185,0.000530023131358165,0.923111550731024,0.000227308505191655,0.556473682491068,1.0590322555423,0.000118447791346755,0.000367546914419102,-0.462856256325429,0.99882678588323,0.112404821756764
"46",547.875,"CVMB_DTH","cox","full",1,5,0.000681859294452243,2.46392980233152e-05,0.000129616856058828,0.999999851451106,2.13307249016818e-05,NA,NA,-3.0738501901462e-05,5.02056874802946e-05,-8.90591683666351,10.9059165395657,3.56784172306152
"47",547.875,"CVMB_DTH","sl","full",0.1,5,0.00123260456949055,0.000320751941542367,0.00058319323109915,0.927504319823325,0.000307469668292421,0.578041305335729,1.06271296410399,0.000130720057941726,0.000556143335350802,-0.500459784519943,0.999058532906085,0.110227910857942
"48",547.875,"CVMB_DTH","sl","full",1,5,0.000796458223584393,2.25593359564125e-05,0.00013404313459925,0.999999813333233,9.12041756713797e-05,NA,NA,7.97850326377928e-06,0.000190451071230751,-10.0156197227626,12.0156193494291,3.96752650195513
"49",730.5,"CVMB_DTH","cox","base",0.1,5,0.000582015923671165,0.000242909425639734,0.000340375082198911,0.905249184446553,0.000119931942385245,0.737100998201404,1.02079609474976,3.83267222908762e-05,0.000400648544196118,0.0864276019413149,0.994134909708875,0.0919324780224515
"50",730.5,"CVMB_DTH","cox","base",1,5,0.000177854430931405,4.15618357296093e-06,-2.71881469198789e-05,-0.999999775919591,8.22222824051964e-06,NA,NA,-0.000100786478176594,0.000160725947527327,-84.7005981274062,82.700598575567,30.1466786412562
"51",730.5,"CVMB_DTH","cox","full",0.1,5,0.000589841500820238,0.000242890072995673,0.000343674072410454,0.907975695340293,0.000120375840577359,0.736030380015906,1.01925399295526,3.56962087617307e-05,0.000403923469176051,0.0837794969008886,0.994511711556324,0.0905519640155688
"52",730.5,"CVMB_DTH","cox","full",1,5,0.000170359839628065,4.80988963690365e-06,-2.86253684749623e-05,-0.999999812765587,1.01389968631913e-05,NA,NA,-0.000102662736584917,0.000183685406502961,-76.6016733029736,74.6016736774424,27.2296662191065
"53",730.5,"CVMB_DTH","sl","full",0.1,5,0.000626543711439336,0.000240987392598588,0.000357667760571533,0.920464294231101,0.000141301943807654,0.633450269890871,1.01945789159777,2.54775123763441e-05,0.000551983167331937,-0.0554050918610342,0.996934494932922,0.0906379299760339
"54",730.5,"CVMB_DTH","sl","full",1,5,0.000120373978972994,9.26196986168506e-06,-3.33901182586138e-05,-0.999999924632365,2.44412352571067e-05,NA,NA,-9.78719555853613e-05,0.000301244839778359,-56.5446559522562,54.5446561029915,20.0056741347555
